Place_ID,Place_Name,Deskripsi,Kategori,Harga,lokasi,fasilitas,Metadata
119,Galaxy Waterpark Jogja,"Galaxy Waterpark adalah taman rekreasi air yang berdiri di atas lahan seluas 2,5 hektar ini sangat cukup untuk menampung pengunjung di waktu liburan. Dengan lokasi yang sangat luas banyak wahana dan fasilitas yang bisa kamu nikmati. Di tempat ini juga tersedia beberapa kolam, dari kolam anak sampai kolam dewasa. Selain itu fasilitas yang disediakan pengelolapun juga terbilang lengkap untuk mendukung kenyamananmu saat berlibur.",Outdoor,40000,Kabupaten Sleman,"Waterpark, area bermain anak, kolam renang, restoran, toko suvenir, fasilitas parkir.","119 Galaxy Waterpark Jogja Galaxy Waterpark adalah taman rekreasi air yang berdiri di atas lahan seluas 2,5 hektar ini sangat cukup untuk menampung pengunjung di waktu liburan. Dengan lokasi yang sangat luas banyak wahana dan fasilitas yang bisa kamu nikmati. Di tempat ini juga tersedia beberapa kolam, dari kolam anak sampai kolam dewasa. Selain itu fasilitas yang disediakan pengelolapun juga terbilang lengkap untuk mendukung kenyamananmu saat berlibur. Outdoor 40000 Kabupaten Sleman Waterpark, area bermain anak, kolam renang, restoran, toko suvenir, fasilitas parkir."
120,Desa Wisata Pulesari,"Desa Wisata Pulesari semakin menambah deretan profil desa wisata di Jogja yang lahir dari kesadaran masyarakat, atas potensi lokal yang dimiliki. Baik itu dari sisi ragam budaya, pesona alam sekitar, kazanah kuliner, maupun nilai sejarah, dan budaya yang ada. Semuanya dikemas dalam sebuah keseruan wisata. Lokasi Desa Wisata Pulesari berada di Kabupaten Sleman, Daerah Istimewa Yogyakarta (DIY), yang notabene sebagai kabupaten yang dianugerahi banyak sekali tempat wisata. Kehadiran Desa Wisata Pulesari seakan menjadi penambal dari puzle wisata yang belum lengkap. Dan inilah review Desa Wisata Pulosari sebagai referensi awal untuk menentukan lokasi liburan nanti.",Outdoor,0,Kabupaten Sleman,"Wisata desa, homestay, kuliner lokal, aktivitas pedesaan, taman bunga, toko kerajinan.","120 Desa Wisata Pulesari Desa Wisata Pulesari semakin menambah deretan profil desa wisata di Jogja yang lahir dari kesadaran masyarakat, atas potensi lokal yang dimiliki. Baik itu dari sisi ragam budaya, pesona alam sekitar, kazanah kuliner, maupun nilai sejarah, dan budaya yang ada. Semuanya dikemas dalam sebuah keseruan wisata. Lokasi Desa Wisata Pulesari berada di Kabupaten Sleman, Daerah Istimewa Yogyakarta (DIY), yang notabene sebagai kabupaten yang dianugerahi banyak sekali tempat wisata. Kehadiran Desa Wisata Pulesari seakan menjadi penambal dari puzle wisata yang belum lengkap. Dan inilah review Desa Wisata Pulosari sebagai referensi awal untuk menentukan lokasi liburan nanti. Outdoor 0 Kabupaten Sleman Wisata desa, homestay, kuliner lokal, aktivitas pedesaan, taman bunga, toko kerajinan."
121,Desa Wisata Tembi,"Desa Wisata Tembi, merupakan satu dari sekian desa wisata yang sukses menata kawasannya, sehingga menjadi sebuah kawasan yang layak untuk dikunjungi. Potensi alam, sejarah, serta potensi budaya yang dimiliki Desa Wisata Tembi memang sangat pas untuk dijadikan sebuah desa wisata. Apalagi jarak Desa Wisata Tembi tidak jauh dari pusat kota Jogja. Ternyata, pesona keindahan Desa Wisata Tembi tidak hanya terbatas pada dua hal tersebut saja. Dan inilah info lengkap Desa Wisata Tembi, sebagai referensi awal menentukan lokasi wisata saat liburan nanti. Lokasi Desa Wisata Tembi terletak satu arah menuju Parangtritis. Alamat Desa Wisata Tembi berada di Desa Tembi, Kecamatan Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta.",Outdoor,50000,Kabupaten Bantul,"Homestay, restoran lokal, aktivitas pedesaan, taman bunga, area pertunjukan seni, fasilitas parkir.","121 Desa Wisata Tembi Desa Wisata Tembi, merupakan satu dari sekian desa wisata yang sukses menata kawasannya, sehingga menjadi sebuah kawasan yang layak untuk dikunjungi. Potensi alam, sejarah, serta potensi budaya yang dimiliki Desa Wisata Tembi memang sangat pas untuk dijadikan sebuah desa wisata. Apalagi jarak Desa Wisata Tembi tidak jauh dari pusat kota Jogja. Ternyata, pesona keindahan Desa Wisata Tembi tidak hanya terbatas pada dua hal tersebut saja. Dan inilah info lengkap Desa Wisata Tembi, sebagai referensi awal menentukan lokasi wisata saat liburan nanti. Lokasi Desa Wisata Tembi terletak satu arah menuju Parangtritis. Alamat Desa Wisata Tembi berada di Desa Tembi, Kecamatan Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Outdoor 50000 Kabupaten Bantul Homestay, restoran lokal, aktivitas pedesaan, taman bunga, area pertunjukan seni, fasilitas parkir."
122,Wisata Kaliurang,"Jogja selalu menarik untuk dikulik, terlebih tempat wisatanya. Berbagai wisata tersedia di Jogja, mulai dari wisata buatan hingga wisata alam. Seperti halnya Taman Wisata Kaliurang, yang memadukan unsur alam dengan taman rekreasi. Taman rekreasi ini berada di kawasan lereng Gunung Merapi. Bukan hal aneh jika objek wisata ini sangat sejuk. Menghabiskan waktu untuk berlibur di sini merupakan pilihan yang tepat.",Outdoor,8000,Kabupaten Sleman,"Spot pandang, trekking, area piknik, spot foto alam, fasilitas toilet, tempat duduk bersantai.","122 Wisata Kaliurang Jogja selalu menarik untuk dikulik, terlebih tempat wisatanya. Berbagai wisata tersedia di Jogja, mulai dari wisata buatan hingga wisata alam. Seperti halnya Taman Wisata Kaliurang, yang memadukan unsur alam dengan taman rekreasi. Taman rekreasi ini berada di kawasan lereng Gunung Merapi. Bukan hal aneh jika objek wisata ini sangat sejuk. Menghabiskan waktu untuk berlibur di sini merupakan pilihan yang tepat. Outdoor 8000 Kabupaten Sleman Spot pandang, trekking, area piknik, spot foto alam, fasilitas toilet, tempat duduk bersantai."
123,Heha Sky View,"HeHa Sky View adalah salah satu tempat wisata terbaru di Yogyakarta dan paling hits saat ini. Mau foto estetik ala selebgram atau berfoto di atas rooftop berlantai kaca? Bisa! .Terletak di Yogyakarta yang romantis, Heha Sky View adalah tempat wisata yang punya tiga ciri khas. Berdasarkan akun Instagram milik mereka, tiga hal yang menjadi ciri utama Heha Sky View adalah selfie, resto, dan food stalls. Ada banyak penjual makanan kekinian berkonsep kontainer untuk kamu yang suka memanjakan lidah. Dan kalau ingin menambah stok swafoto ada banyak spot Instagrammable yang patut dicoba.",Outdoor,15000,Kabupaten Bantul,"Pemandangan kota, wahana permainan, area berfoto, tempat duduk bersantai, fasilitas parkir, restoran.","123 Heha Sky View HeHa Sky View adalah salah satu tempat wisata terbaru di Yogyakarta dan paling hits saat ini. Mau foto estetik ala selebgram atau berfoto di atas rooftop berlantai kaca? Bisa! .Terletak di Yogyakarta yang romantis, Heha Sky View adalah tempat wisata yang punya tiga ciri khas. Berdasarkan akun Instagram milik mereka, tiga hal yang menjadi ciri utama Heha Sky View adalah selfie, resto, dan food stalls. Ada banyak penjual makanan kekinian berkonsep kontainer untuk kamu yang suka memanjakan lidah. Dan kalau ingin menambah stok swafoto ada banyak spot Instagrammable yang patut dicoba. Outdoor 15000 Kabupaten Bantul Pemandangan kota, wahana permainan, area berfoto, tempat duduk bersantai, fasilitas parkir, restoran."
124,Taman Sungai Mudal,"Taman Sungai Mudal, sebuah objek wisata alam terbuka yang terletak di Kabupaten Kulon Progo, yang menawarkan pesona sebuah kolam pemandian yang bersumber dari mata air alami. Mata airnya bersumber dari sebuah goa, sehingga kehadiran Taman Sungai Mudal menjadi mengesampingkan kesan angker dari sebuah goa. Apalagi ditambah dengan dukungan fasilitas yang membuat para wisatawan merasa nyaman saat berada di sana. Taman Sungai Mudal menjadi salah-satu wisata Kulon Progo yang selalu menjadi destinasi utama saat liburan tiba. Salah-satu alasan utamanya dikarenakan Taman Sungai Mudal mampu menjadi destinasi wisata keluarga yang menyenangkan.",Outdoor,10000,Kabupaten Kulon Progo,"Taman alam, spot foto, area piknik, trekking, fasilitas toilet, tempat parkir.","124 Taman Sungai Mudal Taman Sungai Mudal, sebuah objek wisata alam terbuka yang terletak di Kabupaten Kulon Progo, yang menawarkan pesona sebuah kolam pemandian yang bersumber dari mata air alami. Mata airnya bersumber dari sebuah goa, sehingga kehadiran Taman Sungai Mudal menjadi mengesampingkan kesan angker dari sebuah goa. Apalagi ditambah dengan dukungan fasilitas yang membuat para wisatawan merasa nyaman saat berada di sana. Taman Sungai Mudal menjadi salah-satu wisata Kulon Progo yang selalu menjadi destinasi utama saat liburan tiba. Salah-satu alasan utamanya dikarenakan Taman Sungai Mudal mampu menjadi destinasi wisata keluarga yang menyenangkan. Outdoor 10000 Kabupaten Kulon Progo Taman alam, spot foto, area piknik, trekking, fasilitas toilet, tempat parkir."
125,Pantai Sanglen,"Pantai Sanglen. Lokasinya berada di Desa Kemadang, Gunung Kidul. Pantai indah yang satu ini memang terdengar asing di telinga, namun ternyata pantai ini menyimpan keindahan yang sangat menenangkan. Keadaan ombaknya diam-diam menghanyutkan membuat kita harus berhati-hati jika ingin bermain air ketika sedang pasang, namun ketika surut kamu dapat bemain ombak di sekitar pantainya. Tak jauh dari area pantai terdapat sebuah bukit dengan hiasan pepohonan yang masih rindang serta berwarna hijau alam, kamu dapat naik ke atas bukit melalui tangga yang sudah disediakan.",Outdoor,10000,Kabupaten Gunungkidul,"Spot foto pantai, aktivitas pantai, restoran pantai, pemandangan laut, fasilitas toilet, tempat parkir.","125 Pantai Sanglen Pantai Sanglen. Lokasinya berada di Desa Kemadang, Gunung Kidul. Pantai indah yang satu ini memang terdengar asing di telinga, namun ternyata pantai ini menyimpan keindahan yang sangat menenangkan. Keadaan ombaknya diam-diam menghanyutkan membuat kita harus berhati-hati jika ingin bermain air ketika sedang pasang, namun ketika surut kamu dapat bemain ombak di sekitar pantainya. Tak jauh dari area pantai terdapat sebuah bukit dengan hiasan pepohonan yang masih rindang serta berwarna hijau alam, kamu dapat naik ke atas bukit melalui tangga yang sudah disediakan. Outdoor 10000 Kabupaten Gunungkidul Spot foto pantai, aktivitas pantai, restoran pantai, pemandangan laut, fasilitas toilet, tempat parkir."
126,Pantai Congot,"Selain Pantai Glagah dan Pantai Trisik, ternyata masih ada satu lagi pantai yang berada di Kulon Progo. Yakni Pantai Congot, pantai yang satu ini terkenal sebagai surganya memancing ikan. Maka tak heran jika Pantai Congot banyak dikunjungi oleh mereka para mancing mania, selain itu masyarakat sekitar Pantai Congot menggantungkan hidupnya sebagai nelayan. Pantai Congot memang tak sepopuler pantai lain yang ada di Kulon Progo, mulai banyak dikunjungi wisatawan ketika dibukanya Hutan Mangrove Pasir Mendit. Karena memang lokasinya yang tak terlalu jauh dari Pantai Congot, yakni berada di sebelah barat pantai. Pantai Congot merupakan muara dari Sungai Bogowonto. Ini pulalah yang menyebabkan Pantai Congot menjadi spot favorite para pemancing, karena terdapat banyak jenis ikan yang ada mulai dari ikan air tawar, ikan air payau hingga ikan air asin.",Outdoor,3000,Kabupaten Kulon Progo,"Spot foto pantai, aktivitas pantai, restoran pantai, pemandangan laut, fasilitas toilet, tempat parkir.","126 Pantai Congot Selain Pantai Glagah dan Pantai Trisik, ternyata masih ada satu lagi pantai yang berada di Kulon Progo. Yakni Pantai Congot, pantai yang satu ini terkenal sebagai surganya memancing ikan. Maka tak heran jika Pantai Congot banyak dikunjungi oleh mereka para mancing mania, selain itu masyarakat sekitar Pantai Congot menggantungkan hidupnya sebagai nelayan. Pantai Congot memang tak sepopuler pantai lain yang ada di Kulon Progo, mulai banyak dikunjungi wisatawan ketika dibukanya Hutan Mangrove Pasir Mendit. Karena memang lokasinya yang tak terlalu jauh dari Pantai Congot, yakni berada di sebelah barat pantai. Pantai Congot merupakan muara dari Sungai Bogowonto. Ini pulalah yang menyebabkan Pantai Congot menjadi spot favorite para pemancing, karena terdapat banyak jenis ikan yang ada mulai dari ikan air tawar, ikan air payau hingga ikan air asin. Outdoor 3000 Kabupaten Kulon Progo Spot foto pantai, aktivitas pantai, restoran pantai, pemandangan laut, fasilitas toilet, tempat parkir."
127,Museum Affandi,"Museum Affandi, terletak di Jalan Laksda Adisucipto, Yogyakarta, merupakan persembahan seni ekspresionis dari seniman terkenal Indonesia, Affandi. Museum ini memamerkan karya-karya seni unik Affandi dari berbagai periode dalam karirnya, menunjukkan evolusi gaya dan tekniknya. Selain sebagai galeri seni, bangunan museum dengan arsitektur modern yang khas juga menjadi daya tarik tersendiri. Dikelilingi oleh taman yang indah, pengunjung dapat menikmati suasana yang tenang, sementara kafe di area tersebut menyediakan tempat yang nyaman untuk bersantai. Museum Affandi, dengan koleksi seni yang luar biasa, menjelma sebagai destinasi seni yang penting di Yogyakarta, menarik minat pengunjung dari berbagai kalangan untuk mengapresiasi warisan seni rupa Indonesia.",Indoor,10000,Kota Yogyakarta,"Museum seni, galeri seni, area edukasi, kafe, toko suvenir, fasilitas parkir.","127 Museum Affandi Museum Affandi, terletak di Jalan Laksda Adisucipto, Yogyakarta, merupakan persembahan seni ekspresionis dari seniman terkenal Indonesia, Affandi. Museum ini memamerkan karya-karya seni unik Affandi dari berbagai periode dalam karirnya, menunjukkan evolusi gaya dan tekniknya. Selain sebagai galeri seni, bangunan museum dengan arsitektur modern yang khas juga menjadi daya tarik tersendiri. Dikelilingi oleh taman yang indah, pengunjung dapat menikmati suasana yang tenang, sementara kafe di area tersebut menyediakan tempat yang nyaman untuk bersantai. Museum Affandi, dengan koleksi seni yang luar biasa, menjelma sebagai destinasi seni yang penting di Yogyakarta, menarik minat pengunjung dari berbagai kalangan untuk mengapresiasi warisan seni rupa Indonesia. Indoor 10000 Kota Yogyakarta Museum seni, galeri seni, area edukasi, kafe, toko suvenir, fasilitas parkir."
128,Museum Kereta Kraton Yogyakarta,"Museum Kereta Kraton Yogyakarta, terletak di dalam kompleks Keraton Yogyakarta, menawarkan pengalaman unik untuk memahami sejarah dan budaya kerajaan. Museum ini menampilkan koleksi kereta kuda dan kereta keraton yang digunakan pada masa lalu, memperlihatkan kemegahan dan keindahan transportasi kerajaan. Pengunjung dapat melihat berbagai jenis kereta yang digunakan untuk keperluan upacara kerajaan, serta mendapatkan wawasan tentang peranan mereka dalam peristiwa bersejarah. Dengan suasana yang kental akan tradisi dan kebangsawanan, Museum Kereta Kraton memberikan pandangan mendalam tentang warisan kerajaan Yogyakarta serta peran penting kereta dalam upacara adat dan kehidupan masyarakat kraton.",Indoor,15000-50000,Kota Yogyakarta,"Museum transportasi, pameran kereta, area edukasi, kafe, toko suvenir, fasilitas parkir.","128 Museum Kereta Kraton Yogyakarta Museum Kereta Kraton Yogyakarta, terletak di dalam kompleks Keraton Yogyakarta, menawarkan pengalaman unik untuk memahami sejarah dan budaya kerajaan. Museum ini menampilkan koleksi kereta kuda dan kereta keraton yang digunakan pada masa lalu, memperlihatkan kemegahan dan keindahan transportasi kerajaan. Pengunjung dapat melihat berbagai jenis kereta yang digunakan untuk keperluan upacara kerajaan, serta mendapatkan wawasan tentang peranan mereka dalam peristiwa bersejarah. Dengan suasana yang kental akan tradisi dan kebangsawanan, Museum Kereta Kraton memberikan pandangan mendalam tentang warisan kerajaan Yogyakarta serta peran penting kereta dalam upacara adat dan kehidupan masyarakat kraton. Indoor 15000-50000 Kota Yogyakarta Museum transportasi, pameran kereta, area edukasi, kafe, toko suvenir, fasilitas parkir."
129,House of Raminten,"House of Raminten di Yogyakarta adalah sebuah tempat kuliner yang memadukan tradisi Jawa dengan nuansa seni dan kreativitas. Dengan dekorasi yang khas dan warna-warna yang mencolok, tempat ini menciptakan atmosfer yang penuh keceriaan dan kehangatan. Pengunjung dapat menikmati hidangan khas Jawa yang autentik, disajikan dengan tata cara tradisional. Selain itu, House of Raminten juga menawarkan berbagai pernak-pernik dan karya seni lokal yang dapat ditemui di setiap sudut tempat ini. Secara keseluruhan, House of Raminten bukan hanya tempat makan yang lezat, tetapi juga suatu pengalaman budaya yang memadukan rasa, aroma, dan estetika yang memikat.",Indoor,10000-20000,Kota Yogyakarta,"Restoran tradisional, area pertunjukan seni, kafe, spot foto, fasilitas toilet, tempat duduk bersantai.","129 House of Raminten House of Raminten di Yogyakarta adalah sebuah tempat kuliner yang memadukan tradisi Jawa dengan nuansa seni dan kreativitas. Dengan dekorasi yang khas dan warna-warna yang mencolok, tempat ini menciptakan atmosfer yang penuh keceriaan dan kehangatan. Pengunjung dapat menikmati hidangan khas Jawa yang autentik, disajikan dengan tata cara tradisional. Selain itu, House of Raminten juga menawarkan berbagai pernak-pernik dan karya seni lokal yang dapat ditemui di setiap sudut tempat ini. Secara keseluruhan, House of Raminten bukan hanya tempat makan yang lezat, tetapi juga suatu pengalaman budaya yang memadukan rasa, aroma, dan estetika yang memikat. Indoor 10000-20000 Kota Yogyakarta Restoran tradisional, area pertunjukan seni, kafe, spot foto, fasilitas toilet, tempat duduk bersantai."
