Place_ID,Place_Name,Deskripsi,Jam,Harga,lokasi,fasilitas,Detail_lokasi
95,Candi Ratu Boko,"Situs Ratu Baka atau Candi Boko (Hanacaraka:ê¦•ê¦¤ê§€ê¦ê¦¶â€‹ê¦«ê¦ ê¦¸â€‹ê¦§ê¦, bahasa Jawa: Candhi Ratu Baka) adalah situs purbakala yang merupakan kompleks sejumlah sisa bangunan yang berada kira-kira 3 km di sebelah selatan dari kompleks Candi Prambanan, 18 km sebelah timur Kota Yogyakarta atau 50 km barat daya Kota Surakarta, Jawa Tengah, Indonesia. Situs Ratu Boko terletak di sebuah bukit pada ketinggian 196 meter dari permukaan laut. Luas keseluruhan kompleks adalah sekitar 25 ha.",07.00 - 17.00,75000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3953.181762407237!2d110.48684087476585!3d-7.770541592248825!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5a92d354fe45%3A0x153f44f14476f95b!2sRatu%20Boko!5e0!3m2!1sid!2sid!4v1715396764089!5m2!1sid!2sid,"Situs bersejarah, pemandangan bukit, area ibadah, restoran, toko suvenir, fasilitas parkir.","Jl. Raya Piyungan - Prambanan No.2, Gatak, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 5572"
96,Pantai Depok Jogja,"Pantai Depok (bahasa Jawa: ê¦¥ê¦±ê¦¶ê¦±ê¦¶ê¦‚ ê¦ê¦ºê¦¥ê¦ºê¦´ê¦ê§€, translit. Pasisir DhÃ©pok) merupakan objek wisata pantai yang terletak di Kecamatan Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta, sekitar tiga puluh kilometer di sebelah selatan Kota Yogyakarta. Pantai ini terkenal akan pasar ikannya yang ikannya merupakan hasil tangkapan nelayan Pantai Depok.",00.00 - 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7901.698940557748!2d110.28812489037918!3d-8.014454768047132!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7b00fba767763f%3A0xf91573c5c20eb944!2sPantai%20Depok!5e0!3m2!1sid!2sid!4v1715396786470!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
97,Pantai Sundak,"Pantai Sundak merupakan salah satu pantai indah yang berada di Gunung Kidul tepatnya di dekat Pantai Indrayanti. Pantai ini berpasir putih dan memilii air yang masih bersih, bening, dan menyegarkan. Tetapi ombak di Pantai Sundak ini sangat besar, jadi jika anda ingin bermain air di Pantai Sundak diharapkan untuk berhati-hati. Selain bermain air anda juga bisa berjalan-jalan di tepi pantai sambil menikmati keindahan pantai ini. Jika anda berjalan di tepi pantai sampai sejauh 40 meter anda akan menemukan batu-batu karang kecil berjajar dan batu-batu karang tersebut adalah tempat persembunyian hewan-hewan laut yang kecil, tetapi harus tetap berhati-hati karena batu karang tersebut begitu tajam.",00.00 - 23.59,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3949.55058480917!2d110.60527262476994!3d-8.147148191883106!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bba2e55492ca1%3A0xcaee252e6bf05e80!2sPantai%20Sundak!5e0!3m2!1sid!2sid!4v1715396808023!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
98,Hutan Mangrove Kulon Progo,"Di sini ada kawasan wisata Hutan Mangrove Kulon Progo yang menyajikan keindahan alamnya. hutan Mangrove  ini memberikan pesona tersendiri selain pantai Glagah yang sudah menjadi primadona di Kulon Progo ini. Letak lokasi hutan mangrove  Kulon Progo ini sejatinya sudah masuk ke kawasan Pasir Mendit Kecamatan Temon Kulon Progo.",06.00 - 18.00,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.0121784698667!2d110.02030767476715!3d-7.893793892128997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7ae6b4c5ad0dc1%3A0x2086dd68bafded7f!2sMangrove%20Jembatan%20Api-Api%20(MJAA)!5e0!3m2!1sid!2sid!4v1715396843621!5m2!1sid!2sid,"Hutan mangrove, jalur kayaking, trekking, spot foto, area piknik, fasilitas toilet.","Pasir Mendit, Jangkaran, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654"
99,Jogja Bay Pirates Adventure Waterpark,"Jogja Bay Waterpark atau Jogja Bay (bahasa Jawa: ê¦ ê¦¼ê¦­ê¦¸ê¦ê§€ê¦”ê¦ªê¦ºê¦´ê¦’ê¦¾ 'Teluk Ngayogya') adalah salah satu taman wisata air atau waterpark terbesar di Asia Tenggara yang berlokasi di Yogyakarta, Indonesia. Taman wisata air ini dibuka secara resmi pada 20 Desember 2015.",08.00 -15.00,150000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3953.3949355918962!2d110.4157946747656!3d-7.747867192270951!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5bd52e7e19b7%3A0xbef22cb0aeba5965!2sJogja%20Bay%20Pirates%20Adventure%20Waterpark!5e0!3m2!1sid!2sid!4v1715396872703!5m2!1sid!2sid,"Waterpark, area bermain anak, kolam renang, restoran, toko suvenir, tempat duduk bersantai.","Jl. Utara, Jenengan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281"
100,Pantai Sepanjang,"Siapa sangka, ternyata Yogyakarta pun punya â€œKutaâ€-nya sendiri Ialah Pantai Sepanjang, salah satu pantai di Kabuaten Gunungkidul. Daerah yang satu ini memang memiliki koleksi pantai cantik yang tak terhitung jumlahnya. Bahkan pantai ini digadang-gadang sebagai â€˜Kuta Tempo Doeloeâ€˜. Memang, pesona seperti apa yang ditawarkan pantai ini?",00.00- 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15798.61587360842!2d110.55569644412991!3d-8.136665320290957!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bbaf4d43a504d%3A0xec67e4a2048c2008!2sPantai%20Sepanjang!5e0!3m2!1sid!2sid!4v1715396892392!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.","Jl. nglolang,saglen, Ngalos, Kemadang, Kec. Tanjungsari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55881"
101,Pantai Krakal,"Pantai krakal merupakan pantai strategis untuk singgah, selain bisa menikmati panorama laut, wisatawan juga bisa mencicipi kuliner laut. Terdapat icon berupa bangunan berbentuk ikan diatas bukit yang sering dijadikan tempat foto.",00.00- 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1974.7825307289531!2d110.59884058852907!3d-8.145681097971146!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bba30bb758649%3A0x763eccce027d3d8c!2sPantai%20Krakal!5e0!3m2!1sid!2sid!4v1715396915976!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
102,Pantai Glagah,Pantai Glagah Indah adalah salah satu pantai yang menjadi objek wisata di provinsi Daerah Istimewa Yogyakarta. Pantai Glagah Indah merupakan salah satu pantai di Yogyakarta dengan hamparan pasir yang berwarna hitam dan banyak mengandung pasir besi. Pantai Glagah Indah memiliki akses yang baik,00.00- 23.59,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7903.653852149033!2d110.06244514037483!3d-7.913141018440713!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7ae3eabc6bcd63%3A0x77a64b4be190f4ae!2sPantai%20Glagah%20Indah!5e0!3m2!1sid!2sid!4v1715396939042!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
103,Pantai Siung,"Pantai Siung adalah suatu objek wisata pantai yang terletak di Kec. Tepus, tepatnya berada di Dusun Duwet, Kelurahan Purwodadi, Kecamatan Tepus, Kabupaten Gunungkidul, provinsi Daerah Istimewa Yogyakarta. Lokasinya berjarak kurang lebih 75 km dari kota Yogya dan memiliki jalur panjat tebing dengan 250 jalur berstandar internasional.\nDi sepanjang perjalanan menuju lokasi pantai, Anda akan disuguhi pemandangan bukit kapur yang ditumbuhi pohon-pohon jati. Jalan yang berkelok-kelok dan menaik, merupakan tantangan yang harus Anda lewati sebelum mencapai Pantai Siung. Akan tetapi, perjalanan yang melelahkan akan terbayar ketika Anda sudah berada di kawasan Pantai Siung. Pantai dengan hamparan pasir putih dan suara deburan ombak, akan membuat suasana hati dan pikiran Anda tenang dan damai.\nKarena pantai ini sangat terpencil, fasilitas yang tersedia masih minim. Untuk akomodasi penginapan belum tersedia di sini, tetapi jika Anda ingin bermalam di Pantai Siung, Anda bisa menggunakan pondok pemanjat yang bentuknya mirip rumah panggung dengan kapasitas kurang lebih sekitar 20 orang. Jika Anda ingin bermalam dengan suasana alam, anda bisa membawa tenda sendiri yang bisa Anda gunakan di area camping ground.\nJika Anda dari Kota Yogyakarta, Anda bisa menggunakan jalur Yogyakarta-Wonosari-Tepus-Purwodadi-Pantai Siung. Jika Anda menggunakan transportasi umum, Anda dapat menggunakan bus dari Terminal Giwangan Yogyakarta dengan menggunakan bus jurusan Jogja-Wonosari. Sampai di terminal Wonosari, Anda dapat menggunakan angkutan umum jurusan Wonosari-Jepitu. Sesampai Pertigaan Balai Desa Purwodadi, Anda bisa menggunakan jasa ojek, karena hanya itu transportasi umum yang bisa digunakan sampai ke Pantai Siung.",00.00- 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3949.203451194858!2d110.68062202477041!3d-8.18224919184908!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bb8c8a5ee1c27%3A0x567f73117ae7ce4a!2sPantai%20Siung!5e0!3m2!1sid!2sid!4v1715397131360!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
104,Pantai Sadranan,"Pantai Sadranan Jogja adalah butiran intan permata tersembunyi yang tiba-tiba memunculkan diri, dari dalam tumpukan harta karun deretan pantai pantai indah di Jogja. Seperti halnya pantai-pantai lain di kawasan Selatan Jogja, Pantai Sadranan juga memiliki ciri khas pasir putih dengan karang koral di area sangaet dekat dengan bibir pantai. Pasir putih ini mengingatkan pada Pantai terkenal semacam Kuta di Bali dan Mandalika di Lombok. Namun pantai di gunung kidul ini punya kelebihan dari 2 pantai terkenal itu, yaitu terdapatnya koral karang di pantai. Selain itu, pantai ini juga masih terbilang sepi. Kedua kelebihan ini, membuat pengunjung benar-benar bisa menikmati keasrian pantai tanpa harus terganggu hiruk pikuknya manusia.",00.00- 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15798.260773810149!2d110.59409164413157!3d-8.145667720151335!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bbb8aa99c29f3%3A0xd8672d6fb7d0ceea!2sPantai%20Sadranan!5e0!3m2!1sid!2sid!4v1715397160670!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
105,Pantai Nguluran,"Di pantai Nguluran anda hanya bisa melihat hamparan laut luas serta spot foto. Semua fasilitas itu adanya di atas tebing. Sekitar belasan meter dari permukaan air pantai. Spot favorit di resort pantai ini adalah teras kaca. Teras kaca ini dapat dijadikan spot selfie dengan latar belakang pantai. Pengunjung akan mendapatkan foto yang sangat bagus dan indah untuk dipajang di IG, FB, atau media sosial lain. Apalagi jika foto diambil saat sunset. Saat berfoto di teras kaca, pengunjung akan merasakan sensasi yang menegangkan. Sensasi tegang ini timbul akibat teras kaca yang tepat berdiri di atas pinggir laut. Sensasi yang timbul seperti berjalan di atas seutas tali pada ketingian belasan meter di atas air laut. Namun tidak perlu kuatir, pihak pengelola menjamin keselematan para pengunjung, sepanjang tidak melanggar peraturan yang sudah di buat pihak pengelola.",00.00- 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d126398.5784076458!2d110.30943019726564!3d-8.106006099999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7baf70524158ed%3A0x3cbe00808d088ca2!2sTeras%20Kaca%20Pantai%20Nguluran!5e0!3m2!1sid!2sid!4v1715397187813!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
106,Pantai Samas,"Pantai Samas (bahasa Jawa: ê¦¥ê¦±ê¦¶ê¦±ê¦¶ê¦‚â€‹ê¦±ê¦©ê¦±ê§€, translit. Pasisir Samas) merupakan salah satu pantai yang berada di deretan pantai sebelah timur Pantai Parangtritis. Lokasi Pantai Samas kurang lebih 14 km arah selatan Kota Bantul atau sekitar 35 km dari pusat Kota Yogyakarta, tepatnya di Desa Srigading, Kecamatan Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta.",00.00- 23.59,4000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15803.72175168166!2d110.25442244410614!3d-8.006110822317234!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7b01a0b7c49e6f%3A0x5f5afc97576da888!2sSamas!5e0!3m2!1sid!2sid!4v1715397234773!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
107,Pantai Drini,"Pantai Drini adalah salah satu objek wisata yang terletak di Desa Banjarejo, Kecamatan Tanjungsari,Gunungkidul, Yogyakarta. Letaknya di sebelah timur Pantai Baron dan berjarak sekitar 1 km ke arah timur Pantai Sepanjang. Namun jarak sebenarnya yang harus ditempuh untuk sampai ke pantai ini sejauh 60 km atau sekitar 2-3 jam dari Kota Yogyakarta. Infrastruktur menuju ke Pantai Drini cukup mulus, walaupun jalan masuk untuk sampai ke pantai ini cukup terjal dan berkelok-kelok. Pantai Drini merupakan pantai yang langsung berhadapan dengan Samudra Hindia. Pantai ini memiliki lereng pantai yang cukup curam sekitar 10 derajat dan merupakan bagian dari Wonosari yang didominasi oleh batuan karst dari Gunung Sewu. Pantai ini belum banyak terjamah oleh wisatawan lokal maupun asing, karena letaknya yang berada di daerah terpencil. Sehingga, Pantai Drini ini dikenal dengan nama Pantai Perawan. Sebutan ini digunakan oleh masyarakat setempat karena kondisi Pantai Drini yang masih bersih, udara yang sejuk, air yang terasa dingin ditambah dengan hamparan pasir putih yang mempesona dan aliran airnya yang tidak seganas Pantai Parangtritis Pantai ini memiliki sebuah tebing besar yang berada di tengah-tengah pantai dan membagi pantai ini menjadi dua sisi, yaitu sisi barat dan sisi timur . Tebing ini terlihat begitu indah sehingga membuatnya seolah-olah seperti pulau kecil yang terapung di tengah pantai. Di atas karang ini dibangun mercusuar dimana dari menaranya mata kita akan dimanjakan dengan pemandangan yang luar biasa indahnya.. Di pantai ini pengunjung juga dapat melihat dengan jelas rumput-rumput laut di antara karang-karang laut dan biota laut lainnya.",00.00- 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1974.8199182886938!2d110.57627753852898!3d-8.138099047972972!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bba5dc5962655%3A0xea3d86bf61e8a749!2sPantai%20Drini!5e0!3m2!1sid!2sid!4v1715397258204!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
108,Air Terjun Sri Gethuk,"Air Terjun Sri Gethuk merupakan salah satu objek wisata alam yang terletak di Kecamatan Playen, Kabupaten Gunungkidul, Yogyakarta. Air terjun ini berada di tepi Sungai Oyo sehingga untuk menikmatinya harus menyelusuri sungai dengan rakit. Sepanjang perjalanan akan disuguhi pemandangan berupa tebing tebing kapur dikanan-kiri dan rimbunnya pepohonan. Jika di musim kemarau, air sungai akan sangat jernih berwana kehijauan dan tenang.\nAir terjun Sri Gethuk ini memiliki 3 sumber mata air yaitu mata air Ngandong, Dong Poh, dan Ngumbul. Ketiga mata air ini berkumpul dan mengalir melalui tebing tinggi hingga membentuk air terjun Sri Gethuk. Air Terjun Sri Gethuk memiliki tinggi sekira 25 meter dengan 3-5 terjunan air terjun tergantung musim. Air yang tak pernah kering itu jatuh tak membuat kolam namun langsung merayapi bebatuan kapur yang rapi di tepi sungai. Air terjun ini sedang dalam tahap pengembangan untuk menjadi destinasi wisata andalan Kabupaten Gunungkidul selain dari pantai dan pegunungan karst.\nAir Terjun Sri Gethuk juga disebut sebagai Air Terjun Slempret. Nama Slempret sendiri berasal dari legenda yang ada di Desa Bleberan. Menurut cerita yang beredar di masyarakat, air tejun ini merupakan pusatnya para jin dengan pimpinan Jin Anggo Menduro. Air terjun ini bermula dari tiga sumber mata air yaitu Kedungpoh, Ngandong, dan Ngumbul. Ketiga sumber mata air tersebut mengalir menjadi satu dan membentuk butiran-butiran air yang jatuh dari tebing bebatuan karst yang tandus.",08.00 - 16.00,15000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3951.541508139791!2d110.4867509747676!3d-7.942857442081317!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a52c5a2ffbded%3A0x1b21536ea267bf1!2sAir%20Terjun%20Sri%20Gethuk!5e0!3m2!1sid!2sid!4v1715397279644!5m2!1sid!2sid,"Air terjun alam, spot foto, area piknik, fasilitas toilet, trekking, tempat parkir.","Mungguran II, Bleberan, Kec. Playen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta"
109,Candi Sewu,"Candi Sewu atau Manjusrighra (Hanacaraka:ê¦•ê¦¤ê§€ê¦ê¦¶â€‹ê¦±ê¦ºê¦®ê¦¸, Jawa: Candhi SÃ¨wu) adalah candi Buddha yang dibangun pada abad ke-8 Masehi yang berjarak hanya delapan ratus meter di sebelah utara Candi Prambanan. Candi Sewu merupakan kompleks candi Buddha terbesar kedua setelah Candi Borobudur di Jawa Tengah. Candi Sewu berusia lebih tua daripada Candi Borobudur dan Prambanan. Meskipun aslinya memiliki 249 candi, oleh masyarakat setempat candi ini dinamakan ""Sewu"" yang berarti seribu dalam bahasa Jawa. Penamaan ini berdasarkan kisah legenda Loro Jonggrang.\nSecara administratif, kompleks Candi Sewu terletak di Dukuh Bener, Desa Bugisan, Kecamatan Prambanan, Kabupaten Klaten, Provinsi Jawa Tengah.",06.00 - 17.00,50000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3953.431965936878!2d110.49033457476558!3d-7.743921692274727!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5b1eb13f5483%3A0xfe9d261ba0d2faac!2sCandi%20Sewu!5e0!3m2!1sid!2sid!4v1715397300031!5m2!1sid!2sid,"Situs bersejarah, pemandangan candi, area ibadah, restoran, toko suvenir, fasilitas parkir.","Jl. Raya Solo - Yogyakarta No.KM.16, Bugisan, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta"
110,Pantai Wediombo,"Pantai Wediombo (O Jawa: Wedhiamba) adalah sebuah pantai yang berada di Desa Jepitu, Girisubo, Gunungkidul di dekat Pantai Siung, berjarak 80 km dari kota Yogyakarta. Pantai tersebut meliputi sebuah teluk yang dikelilingi pegunungan batu karang dan pasir putih. Di tengah laut, batu karang tampak menonjol. Tempat tersebut juga dipakai untuk selancar. Ketinggian ombak dapat mencapai 3-4 meter. Pantai Wediombo menghadap ke barat dan matahari berada di sisi selatan (pada November-Mei). Dari pantai ini, orang-orang dapat melihat matahari terbenam pada waktu sore. Selin untuk berselancar, Wediombo juga memiliki kolam alami sampai perairan tanpa ombak. Ada pula tempat untuk snorkeling. Wediombo masuk salah satu dari 13 tempat yang masuk Cagar Alam Dunia UNESCO Gunung Sewu.",00.00 -23.59,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7898.307395129342!2d110.70319684038706!3d-8.187267867376784!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bb8abba255dd5%3A0x86df110ec25eaa6d!2sPantai%20Wediombo!5e0!3m2!1sid!2sid!4v1715397325536!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
111,Pantai Jogan,"Pantai Jogan adalah objek wisata pantai yang terletak di Dusun Duwet, Purwodadi, Tepus, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta. Lokasinya berjarak kurang lebih 74 km dari Pusat kota Yogyakarta. Pantai ini terletak di jajaran pegunungan Gunungkidul, yang memberikan pemandangan alam tebing dan air terjun yang mengarah ke laut lepas.",00.00 -23.59,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15796.898035564242!2d110.66606754413789!3d-8.180124169617041!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bb3626fed5bbf%3A0x68b2ade85cdcc40d!2sPantai%20Jogan!5e0!3m2!1sid!2sid!4v1715397371144!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
112,Pantai Ngrenehan,Pantai Ngrenehan merupakan\npantai nelayan. Terletak di desa Kanigoro\nKecamatan Saptosari kurang lebih 30 km di sebelah selatan kota Wonosari. Suatu pantai berupa teluk yang dikelilingi hamparan perbukitan kapur dan memiliki panorama yang sangat memukau dengan deburan ombak menerpa pasir putih. Para wisatawan dapat menyaksikan aktivitas kegiatan nelayan dan menikmati ikan siap saji atau membawa ikan segar sebagai oleh-oleh.,00.00 -23.59,3000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3949.806358471909!2d110.51163937476977!3d-8.12118879190829!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7ba5568b9ebe5b%3A0x4ae27d9d8fda79d4!2sPantai%20Ngrenehan!5e0!3m2!1sid!2sid!4v1715397394562!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
113,Pantai Jungwok,"Pantai Jungwok adalah pantai yang terletak di Desa Jepitu, Kecamatan Girisubo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta. Pantai Jungwok merupakan salah satu pantai yang memiliki panorama yang indah dengan pasir putih yang khas dari pantai di Gunung Kidul. Pantai Jungwok terletak di sebelah Timur Pantai Wediombo dan di sebelah Barat Pantai Ngusalan. Jarak Pantai Jungwok dari Kota Wonosari sekitar 40 km. Akses jalan menuju Pantai Jungwook masih cukup sulit, itu dikarenakan jalan yang masih belum diaspal. Pantai Jungwok sering menjadi destinasi wisata karena tempatnya yang nyaman untuk berkemah.",00.00 -23.59,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3949.0468970087522!2d110.7098413747706!3d-8.198030591833797!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bc0a9d67c5ee7%3A0x653b2d4177a1d43d!2sPantai%20Jungwok!5e0!3m2!1sid!2sid!4v1715397420435!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
114,Pantai Greweng,"Di Kabupaten Gunungkidul, tidak sulit memilih pantai yang masih sepi dan indah. Pantai Greweng yang berada di Kecamatan Girisubo adalah satu di antaranya. Tidak hanya cantik, pantai ini juga dikenal sebagai destinasi untuk berkemah. Namun, siapkan energi lebih untuk mencapai lokasinya yang terpencil.",00.00 -23.59,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15796.194200031441!2d110.70832184414118!3d-8.197864119342034!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bc76155555555%3A0xb2986a859e7ccba1!2sPantai%20Greweng!5e0!3m2!1sid!2sid!4v1715397454009!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
115,Pantai Sedahan,"Pantai Sedahan ini memiliki garis pantai yang cukup panjang dan cukup luas untuk dijadikan sebagai arena bermain. Pada kedua sisi pantai, terdapat tebing karang yang mengapit pantai ini dan menjorok ke tengah laut. Pantai Sedahan mempunyai deburan ombak yang khas laut selatan dan hamparan pasir putih dengan butiran butiran yang halus. Air Biru kehijauan yang bening, segar, dan berkilauan teritampa cahaya matahari akan menghipnotis siapa pun untuk bermain air dan menceburkan diri di pantai tersebut. Tetapi pengunjung harus tetap berhati hati karena pantai selatan selalu berarus dan berombak kuat, maka para pengunjung tidak disarankan untuk berenang terlalu jauh dari daratan. Pantai Sedahan ini juga dikenal oleh banyak orang sebagai lokasi memancing yang menyenangkan. Banyak pengunjung yang rela dan menyempatkan datang jauh jauh hanya untuk memancing ikan di Pantai Sedahan ini.",00.00 -23.59,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15796.19301246554!2d110.7105537441412!3d-8.197894019341568!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bb8aa2fdf677d%3A0x22c26d0cc8c2d84a!2sPantai%20Sedahan!5e0!3m2!1sid!2sid!4v1715397486826!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
116,Pantai Watu Kodok,"Pantai Watu Kodok merupakan salah satu pantai yang ada di Gunung Kidul. Pantai Watu Kodok ini memiliki pasir putih dan air laut yang masih berwarna biru yang sangat indah. Di pantai ini terdapat beberapa batu karang yang terjal, batu tersebut menjadi daya tarik para wisatawan dan keunikan bagi pantai itu sendiri. Dan suasana pantai yang masih alami juga menjadikan pantai ini menjadi daya tariknya, tetapi pantai ini masih tergolong pantai baru jadi masih belum banyak wisatawan. Pantai Watu Kodok ini sangat cocok bagi Anda yang ingin menghabiskan waktu liburan bersama keluarga.",00.00 -23.59,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3949.650835450222!2d110.57157657476982!3d-8.136983191892957!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bbbcfd6c5a261%3A0xe7b408d28d5cd6c7!2sPantai%20Watu%20Kodok!5e0!3m2!1sid!2sid!4v1715397506535!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
